MOUSE_GENE_SYM	HUMAN_GENE_SYM
Dnajc15	DNAJC15
Tbk1	TBK1
Purg	PURG
Dpp7	DPP7
Cyth4	CYTH4
Prickle4	PRICKLE4
Fads1	FADS1
Tonsl	TONSL
Add1	ADD1
Anxa11	ANXA11
Dsc1	DSC1
Ldhc	LDHC
Srr	SRR
Mmel1	MMEL1
Ermap	ERMAP
Abca7	ABCA7
Abcf3	ABCF3
Ndrg2	NDRG2
Mapk8ip3	MAPK8IP3
Gabrp	GABRP
Impa2	IMPA2
Slc25a13	SLC25A13
Adamts7	ADAMTS7
Aipl1	AIPL1
Mtch1	MTCH1
Zfp318	ZNF318
Clec4e	CLEC4E
Repin1	REPIN1
Kcnv1	KCNV1
Pkd2l2	PKD2L2
Rab30	RAB30
Rps6ka6	RPS6KA6
Tmod2	TMOD2
Trpm5	TRPM5
Lmcd1	LMCD1
Kcnip1	KCNIP1
Ehd2	EHD2
Nphs2	NPHS2
Arhgef10	ARHGEF10
Ppm1f	PPM1F
Pum1	PUM1
Acap1	ACAP1
Clstn3	CLSTN3
Stard8	STARD8
Kmt2b	KMT2B
Rassf2	RASSF2
Cep170	CEP170
Ppm1e	PPM1E
Mlxip	MLXIP
Acin1	ACIN1
Wdfy3	WDFY3
Xpo7	XPO7
Pdxdc1	PDXDC1
Gga2	GGA2
Trak2	TRAK2
Cdk19	CDK19
Colgalt2	COLGALT2
Plxnd1	PLXND1
Dcun1d4	DCUN1D4
Fcho1	FCHO1
Slc35d1	SLC35D1
Rhobtb2	RHOBTB2
Sik2	SIK2
Plcb1	PLCB1
Pds5a	PDS5A
Adgrl3	ADGRL3
Ehbp1	EHBP1
Trim2	TRIM2
Tafa5	TAFA5
Abhd14a	ABHD14A
Rchy1	RCHY1
Nsl1	NSL1
Rwdd3	RWDD3
Necap1	NECAP1
Moxd1	MOXD1
Dnm3	DNM3
Auts2	AUTS2
Abhd12	ABHD12
Traf3ip1	TRAF3IP1
Fgd3	FGD3
Krt76	KRT76
Azin1	AZIN1
Pi15	PI15
Nudt13	NUDT13
Snx7	SNX7
Ybx2	YBX2
Sidt2	SIDT2
Pkd2l1	PKD2L1
Hspb11	HSPB11
Shank1	SHANK1
Mtmr2	MTMR2
Ing4	ING4
Pias1	PIAS1
Cercam	CERCAM
Trpc4	TRPC4
Dcxr	DCXR
Bin2	BIN2
Rapgef6	RAPGEF6
Cenpf	CENPF
Mpp6	MPP6
Paip2	PAIP2
Gmpr2	GMPR2
Hnrnpu	HNRNPU
Hnrnpa2b1	HNRNPA2B1
Gipc2	GIPC2
Rab25	RAB25
Cdon	CDON
Itgb1	ITGB1
Ptk2b	PTK2B
Fzd3	FZD3
Prkag3	PRKAG3
Slco1c1	SLCO1C1
Sept1	SEPTIN1
Rbm24	RBM24
Myh2	MYH2
Stab2	STAB2
Smg6	SMG6
Cnnm3	CNNM3
Ddx60	DDX60
Tent5a	TENT5A
Trpm4	TRPM4
Klhl28	KLHL28
Cc2d1a	CC2D1A
Elovl2	ELOVL2
Tbc1d22b	TBC1D22B
Sema4c	SEMA4C
Rpp25	RPP25
Slc41a3	SLC41A3
9930104L06Rik	C1orf109
Mcub	MCUB
Dennd4c	DENND4C
Fkbp14	FKBP14
Cadps2	CADPS2
Susd4	SUSD4
Rufy2	RUFY2
Wdr60	WDR60
Xkr8	XKR8
Tmem39b	TMEM39B
Crtac1	CRTAC1
Piwil2	PIWIL2
Cdca8	CDCA8
Zfp334	ZNF334
Slf2	SLF2
Ric8b	RIC8B
Golph3l	GOLPH3L
Wdr41	WDR41
Echdc2	ECHDC2
Arhgap12	ARHGAP12
Lrrc36	LRRC36
Ap5s1	AP5S1
Txlng	TXLNG
Csgalnact1	CSGALNACT1
Mbnl3	MBNL3
Echdc1	ECHDC1
Csgalnact2	CSGALNACT2
Dnaja4	DNAJA4
Hes6	HES6
Kcnj16	KCNJ16
Lancl2	LANCL2
Pip4p2	PIP4P2
Syt11	SYT11
Abhd2	ABHD2
Baiap2l1	BAIAP2L1
Klhl9	KLHL9
Brwd1	BRWD1
Slc38a2	SLC38A2
Nlgn3	NLGN3
Tnrc6c	TNRC6C
Adamtsl4	ADAMTSL4
Cdh22	CDH22
Adcy4	ADCY4
Rgs8	RGS8
Grk4	GRK4
Ptbp2	PTBP2
Espn	ESPN
Hnrnph2	HNRNPH2
Ikbke	IKBKE
Cyp26b1	CYP26B1
Tlx3	TLX3
Pmfbp1	PMFBP1
Dnajb8	DNAJB8
Mbnl1	MBNL1
Tmem9b	TMEM9B
Myl1	MYL1
Pak6	PAK6
Car10	CA10
Celf4	CELF4
Cdc42se1	CDC42SE1
Kif15	KIF15
Plscr4	PLSCR4
Plscr3	PLSCR3
Ano2	ANO2
Atp8b2	ATP8B2
Ndrg4	NDRG4
Fhl5	FHL5
Tas2r137	TAS2R3
Pcbp3	PCBP3
Olfr17	OR10A4
Peli1	PELI1
Zfp287	ZNF287
Abhd6	ABHD6
5330417C22Rik	KIAA1324
Nceh1	NCEH1
Stambpl1	STAMBPL1
Als2	ALS2
Cpne5	CPNE5
Slc46a2	SLC46A2
Zfp661	ZNF2
Slc5a6	SLC5A6
Cdh19	CDH19
Rbak	RBAK
Myl7	MYL7
Arhgap22	ARHGAP22
Mpp4	MPP4
Pard6b	PARD6B
Rab37	RAB37
Myoz1	MYOZ1
Enpp5	ENPP5
Klhl12	KLHL12
Rgs19	RGS19
Nr1d1	NR1D1
Ccdc90b	CCDC90B
Ric8a	RIC8A
Fn3k	FN3K
Slc4a10	SLC4A10
Zfp667	ZNF667
Prss22	PRSS22
Mmp27	MMP27
Npffr1	NPFFR1
Xylt2	XYLT2
Spata1	SPATA1
Dpep3	DPEP3
Tor3a	TOR3A
Rnf187	RNF187
Abcg8	ABCG8
Ikzf5	IKZF5
Pcnx4	PCNX4
Aldh8a1	ALDH8A1
Spef2	SPEF2
Mmp25	MMP25
Nucks1	NUCKS1
Ccdc136	CCDC136
Fam160b2	FAM160B2
Aen	AEN
Rbm15	RBM15
Lmf1	LMF1
Osbpl11	OSBPL11
Svep1	SVEP1
Papola	PAPOLA
Acd	ACD
Pdzd2	PDZD2
Sfxn3	SFXN3
Upf3a	UPF3A
Pcdh15	PCDH15
Eef1d	EEF1D
Myl12b	MYL12A
Hacd2	HACD2
Ssbp3	SSBP3
Rab3c	RAB3C
Ralgps2	RALGPS2
Pcyox1l	PCYOX1L
Yipf2	YIPF2
Trpm8	TRPM8
Zfp426	ZNF426
Gdpd3	GDPD3
Sh3bp5	SH3BP5
Lrrc2	LRRC2
Atp13a3	ATP13A3
Zfp329	ZNF329
Zfp322a	ZNF322
Zc2hc1c	ZC2HC1C
Lrrk1	LRRK1
Colgalt1	COLGALT1
Kctd17	KCTD17
Dipk2b	DIPK2B
Elmo3	ELMO3
Zfhx4	ZFHX4
Myh14	MYH14
Pip4k2c	PIP4K2C
Zbtb3	ZBTB3
Cspp1	CSPP1
Tubal3	TUBAL3
Rabep2	RABEP2
Zfp672	ZNF672
Synpo2l	SYNPO2L
Zfp606	ZNF606
Fras1	FRAS1
Acsf2	ACSF2
Tars2	TARS2
Rufy1	RUFY1
Prex2	PREX2
Kcnip4	KCNIP4
Btbd1	BTBD1
Slc19a3	SLC19A3
Tsga10	TSGA10
Cenpp	CENPP
Chmp4c	CHMP4C
Cyb5b	CYB5B
Tnfaip8l1	TNFAIP8L1
Snx31	SNX31
Kcng4	KCNG4
4933417A18Rik	C6orf201
Dram2	DRAM2
Dock7	DOCK7
Dedd2	DEDD2
Klhl13	KLHL13
Dgat2	DGAT2
Asprv1	ASPRV1
Retreg3	RETREG3
Ubxn2b	UBXN2B
Serpina12	SERPINA12
Tspan11	TSPAN11
Fbxw9	FBXW9
Arl8a	ARL8A
Lyzl4	LYZL4
Khnyn	KHNYN
Degs2	DEGS2
Sdr9c7	SDR9C7
Tmem80	TMEM80
Serpinb12	SERPINB12
Ppm1j	PPM1J
Serpina9	SERPINA9
Cers5	CERS5
Sgo1	SGO1
Actrt2	ACTRT2
Actrt1	ACTRT1
Ankrd42	ANKRD42
Sdr42e1	SDR42E1
Slc7a13	SLC7A13
Mtmr3	MTMR3
Sema3d	SEMA3D
Smchd1	SMCHD1
Lrriq3	LRRIQ3
Tmc1	TMC1
Elovl7	ELOVL7
Cfap126	CFAP126
Vmp1	VMP1
Dnajc18	DNAJC18
Zfp449	ZNF449
N4bp1	N4BP1
Acap3	ACAP3
Kcnip2	KCNIP2
Olfr78	OR51E2
Fam83d	FAM83D
Tspan14	TSPAN14
Rnf17	RNF17
Slc4a9	SLC4A9
Zfp275	ZNF275
Hmcn1	HMCN1
Agap3	AGAP3
Prss27	PRSS27
Snx25	SNX25
Hdac10	HDAC10
Naa38	NAA38
Slx4	SLX4
Megf10	MEGF10
Kif2b	KIF2B
Mypn	MYPN
Hes7	HES7
Klhl22	KLHL22
Rab2b	RAB2B
Slc45a3	SLC45A3
Ankrd13a	ANKRD13A
Plcz1	PLCZ1
Trim15	TRIM15
Acp7	ACP7
Tspan18	TSPAN18
Prmt3	PRMT3
Gnat3	GNAT3
Slc25a43	SLC25A43
Capza1	CAPZA1
Slc35b2	SLC35B2
Harbi1	HARBI1
Hmx2	HMX2
Pik3r4	PIK3R4
Sec14l3	SEC14L3
Micall1	MICALL1
Cntnap4	CNTNAP4
Disp2	DISP2
Slc38a5	SLC38A5
Spred2	SPRED2
Spred1	SPRED1
Lmx1a	LMX1A
Tent5b	TENT5B
Acsm1	ACSM1
Commd7	COMMD7
Rtn3	RTN3
Taar1	TAAR1
Vit	VIT
Clasp2	CLASP2
Nfasc	NFASC
B3gnt5	B3GNT5
Oxr1	OXR1
Tppp2	TPPP2
Svil	SVIL
Trak1	TRAK1
Fam76b	FAM76B
Saxo2	SAXO2
Pgpep1l	PGPEP1L
Uprt	UPRT
Cd109	CD109
Ttc39b	TTC39B
Calhm6	CALHM6
Med13l	MED13L
Tor2a	TOR2A
Plppr5	PLPPR5
Kdm7a	KDM7A
Nim1k	NIM1K
Spsb4	SPSB4
Pnpla1	PNPLA1
Mvb12b	MVB12B
Tmtc2	TMTC2
Heatr5b	HEATR5B
Srsf4	SRSF4
Ganc	GANC
Rab26	RAB26
Acot2	ACOT2
Disp3	DISP3
Tekt4	TEKT4
Paip2b	PAIP2B
Dnah10	DNAH10
Caskin1	CASKIN1
Krt72	KRT72
Tmc2	TMC2
Oxgr1	OXGR1
Cpne4	CPNE4
Dhrs9	DHRS9
Lrrc15	LRRC15
Otop3	OTOP3
Ubr2	UBR2
Kcnq2	KCNQ2
Nsd2	NSD2
Iqgap3	IQGAP3
Zkscan16	ZNF483
Kcnv2	KCNV2
Rhov	RHOV
Klk10	KLK10
Abhd17c	ABHD17C
Ehd4	EHD4
Magi3	MAGI3
Slc15a4	SLC15A4
Tasor2	TASOR2
Carns1	CARNS1
Cacna2d4	CACNA2D4
Tent5d	TENT5D
Shroom4	SHROOM4
Dop1a	DOP1A
Apobr	APOBR
Josd2	JOSD2
Scrn2	SCRN2
Shkbp1	SHKBP1
Hnrnpll	HNRNPLL
Tmem44	TMEM44
Smim19	SMIM19
Unc13d	UNC13D
Gabrr3	GABRR3
Dner	DNER
Acvr1c	ACVR1C
Sgcz	SGCZ
Fgd4	FGD4
Lhfpl3	LHFPL3
Nfxl1	NFXL1
Eml5	EML5
Ccdc153	CCDC153
Ilf2	ILF2
Pex1	PEX1
Rnf126	RNF126
Capn13	CAPN13
Coq10a	COQ10A
Sclt1	SCLT1
Sept10	SEPTIN10
Marveld2	MARVELD2
Sgms1	SGMS1
Taok1	TAOK1
Eml3	EML3
Klk11	KLK11
Frem1	FREM1
Vwa3b	VWA3B
Cfap53	CFAP53
Fbxl13	FBXL13
Peli3	PELI3
Wdr90	WDR90
Sft2d2	SFT2D2
Fam76a	FAM76A
Ncmap	NCMAP
Rnf223	RNF223
Klhl17	KLHL17
Ppp1r42	PPP1R42
Traf5	TRAF5
Zfp612	ZNF23
Rell1	RELL1
AW549877	C5orf51
Kcnj14	KCNJ14
Tifab	TIFAB
Tmem82	TMEM82
Rnf144b	RNF144B
Slc26a8	SLC26A8
Zfp553	ZNF48
Olfr745	OR11H6
Olfr574	OR51T1
Olfr1512	OR10G3
Olfr183	OR5H15
Olfr96	OR11A1
Olfr308	OR6F1
Olfr821	OR6C74
Olfr1193	OR4S2
Mief2	MIEF2
Slc8a2	SLC8A2
Large2	LARGE2
Ankrd13b	ANKRD13B
Kansl1l	KANSL1L
Fam227b	FAM227B
Ms4a15	MS4A15
Cpne2	CPNE2
Bend6	BEND6
Sdk1	SDK1
9330182L06Rik	KIAA1324L
Tmem196	TMEM196
Zfp3	ZFP3
Tmem52b	TMEM52B
Slc16a11	SLC16A11
Prss42	PRSS42P
Cep120	CEP120
Lrrc34	LRRC34
Zfp791	ZNF791
Tbc1d24	TBC1D24
Fam149a	FAM149A
Lpcat4	LPCAT4
Ankrd44	ANKRD44
Saxo1	SAXO1
Tecrl	TECRL
Slc38a6	SLC38A6
Ankrd13d	ANKRD13D
Tmtc3	TMTC3
Kdm4b	KDM4B
Slc6a17	SLC6A17
Kdm4a	KDM4A
Dtx4	DTX4
Zbtb41	ZBTB41
Serinc2	SERINC2
Fgd5	FGD5
Kctd13	KCTD13
Otop2	OTOP2
Zfp647	ZNF250
Ccdc142	CCDC142
Klhl31	KLHL31
Mgat5b	MGAT5B
Arhgap39	ARHGAP39
Nfatc3	NFATC3
Tph2	TPH2
Zfp445	ZNF445
Nhsl1	NHSL1
Wdr88	WDR88
Cnbd1	CNBD1
Trim65	TRIM65
Klhl35	KLHL35
Slc25a41	SLC25A41
Atp11c	ATP11C
Hmgcll1	HMGCLL1
Pdzd9	PDZD9
4930453N24Rik	C3orf38
Taar6	TAAR6
Krt73	KRT73
Ankrd46	ANKRD46
Erich3	ERICH3
Chchd10	CHCHD10
Ano6	ANO6
Ccdc40	CCDC40
Clvs2	CLVS2
Agrn	AGRN
Odf3l1	ODF3L1
Ccdc125	CCDC125
Cep295	CEP295
Ccdc171	CCDC171
P4ha3	P4HA3
Vwc2l	VWC2L
Tmem215	TMEM215
Sh3pxd2b	SH3PXD2B
Ppfia2	PPFIA2
Cdnf	CDNF
Tgm6	TGM6
B4galnt4	B4GALNT4
Edrf1	EDRF1
Abca13	ABCA13
Myo1g	MYO1G
Mss51	MSS51
Crip3	CRIP3
Trim66	TRIM66
1700024G13Rik	C10orf53
Vwa5b2	VWA5B2
Spred3	SPRED3
Gpr183	GPR183
Plk5	PLK5
Ccser1	CCSER1
Cyp26c1	CYP26C1
Prss41	PRSS41
Cfap65	CFAP65
Lmod3	LMOD3
Bclaf3	BCLAF3
Tbc1d9b	TBC1D9B
Klhl14	KLHL14
Nup210l	NUP210L
Ralgapa2	RALGAPA2
Fam160b1	FAM160B1
Tmem132b	TMEM132B
Nipal1	NIPAL1
Mettl11b	METTL11B
Fnip1	FNIP1
Soga3	SOGA3
Rnf157	RNF157
1700001L19Rik	C5orf49
Dennd3	DENND3
Shisal1	SHISAL1
Odf3b	ODF3B
Gxylt1	GXYLT1
Enpp4	ENPP4
Taf4b	TAF4B
Lipm	LIPM
Kcnq5	KCNQ5
Rc3h2	RC3H2
Dennd4b	DENND4B
Tmem269	TMEM269
Mthfd2l	MTHFD2L
Hectd4	HECTD4
Lmod2	LMOD2
Tepp	TEPP
Isx	ISX
Cep126	CEP126
Satl1	SATL1
Cdc42bpg	CDC42BPG
Rbm20	RBM20
Rasef	RASEF
Aadacl3	AADACL3
Ankrd65	ANKRD65
Arhgap42	ARHGAP42
Cntn5	CNTN5
Ccdc15	CCDC15
Arl5c	ARL5C
Arhgef37	ARHGEF37
Tmem212	TMEM212
Serpina11	SERPINA11
Ten1	TEN1
Golga7b	GOLGA7B
Fignl2	FIGNL2
Gm715	LOC389895
Olfr1396	OR2V2
Crybg3	CRYBG3
Rbbp8	RBBP8
Tmem213	TMEM213
Mrgprg	MRGPRG
Hnrnpul2	HNRNPUL2
Gpr137c	GPR137C
Chsy3	CHSY3
Aadacl2	AADACL2
Plscr5	PLSCR5
Troap	TROAP
Kbtbd11	KBTBD11
Cdkl4	CDKL4
Armh1	ARMH1
Fkbp15	FKBP15
Hltf	HLTF
Sbk2	SBK2
Adrb2	ADRB2
Apc	APC
Apoe	APOE
Atm	ATM
Btk	BTK
Cyp19a1	CYP19A1
Ext1	EXT1
Fbn1	FBN1
Nr3c1	NR3C1
Shh	SHH
Ncf1	NCF1
Atxn7	ATXN7
Tyr	TYR
Was	WAS
Gp1bb	GP1BB
F10	F10
Rfx2	RFX2
Comt	COMT
Cyp7a1	CYP7A1
Drd1	DRD1
Hmgcr	HMGCR
Igf1r	IGF1R
P4ha1	P4HA1
Pnlip	PNLIP
Ptgs2	PTGS2
Aanat	AANAT
Acaca	ACACA
Actn2	ACTN2
Hcn2	HCN2
C1qbp	C1QBP
Casp9	CASP9
Elavl3	ELAVL3
Elf4	ELF4
Fhl1	FHL1
Foxo3	FOXO3
Gtf3c1	GTF3C1
Ifrd1	IFRD1
Arvcf	ARVCF
Bnc1	BNC1
Cd22	CD22
Cd79a	CD79A
Chml	CHML
Chn1	CHN1
Atf2	ATF2
Mpp3	MPP3
Glra2	GLRA2
Hlf	HLF
Hmox1	HMOX1
Foxn2	FOXN2
Insm1	INSM1
Isg20	ISG20
Krt34	KRT34
Ly75	LY75
M6pr	M6PR
Mef2c	MEF2C
Mgat3	MGAT3
Mgmt	MGMT
Myc	MYC
Ndufb5	NDUFB5
Oaz2	OAZ2
Pappa	PAPPA
Parn	PARN
Pcdhgc3	PCDHGC3
Pigf	PIGF
Exosc10	EXOSC10
Ppm1g	PPM1G
Hhex	HHEX
Htra1	HTRA1
Psd	PSD
Rad52	RAD52
Rfx4	RFX4
Sdc4	SDC4
Sgta	SGTA
Ski	SKI
Slc4a5	SLC4A5
Slc10a1	SLC10A1
Snai2	SNAI2
Smpd2	SMPD2
Snapc3	SNAPC3
Sparc	SPARC
Spg7	SPG7
Srf	SRF
Taf2	TAF2
Tfam	TFAM
Tef	TEF
Tert	TERT
Thbs1	THBS1
Tmpo	TMPO
Clec3b	CLEC3B
Tub	TUB
Uvrag	UVRAG
Wee1	WEE1
Trim26	TRIM26
Bsn	BSN
Zyx	ZYX
Akap1	AKAP1
Cdc7	CDC7
Bcar3	BCAR3
Dusp11	DUSP11
Ppm1d	PPM1D
Blzf1	BLZF1
Trp63	TP63
Ctsf	CTSF
Myom1	MYOM1
Creg1	CREG1
Cdk5r1	CDK5R1
Sqstm1	SQSTM1
Ccna1	CCNA1
Sgce	SGCE
Timeless	TIMELESS
Herc1	HERC1
Nol3	NOL3
Capn5	CAPN5
Chn2	CHN2
Fdx1	FDX1
Gyg	GYG1
Llgl1	LLGL1
Orc1	ORC1
Gfi1b	GFI1B
Sox14	SOX14
Pkmyt1	PKMYT1
Pigq	PIGQ
Stk17b	STK17B
Recql5	RECQL5
Bag2	BAG2
Ascl1	ASCL1
Atf6b	ATF6B
Dusp8	DUSP8
Psph	PSPH
Slc9a5	SLC9A5
Ttc4	TTC4
Lrp8	LRP8
Brpf1	BRPF1
Usp11	USP11
Dyrk1b	DYRK1B
Ctdp1	CTDP1
Reps2	REPS2
Magi1	MAGI1
Dlgap1	DLGAP1
Tbrg4	TBRG4
Aimp1	AIMP1
Cyth1	CYTH1
Kcnb2	KCNB2
Stoml1	STOML1
Kcnk6	KCNK6
Ggps1	GGPS1
Itm2a	ITM2A
Bag4	BAG4
Atp6v1g1	ATP6V1G1
Tesmin	TESMIN
Zfp36l1	ZFP36L1
Jarid2	JARID2
Oxa1l	OXA1L
Ppid	PPID
Sel1l	SEL1L
Oxsr1	OXSR1
Thrap3	THRAP3
Dgcr2	DGCR2
Gng7	GNG7
Usp10	USP10
Phox2a	PHOX2A
Atoh1	ATOH1
Car3	CA3
Gas2	GAS2
Gpr3	GPR3
Smad4	SMAD4
Myb	MYB
Mapk8ip1	MAPK8IP1
Mafb	MAFB
Hnrnph1	HNRNPH1
Mep1a	MEP1A
Rbm10	RBM10
Taf1b	TAF1B
Tob1	TOB1
Rbm6	RBM6
Flot1	FLOT1
Traip	TRAIP
Mak	MAK
Map3k4	MAP3K4
Mllt6	MLLT6
Exo1	EXO1
Hdac6	HDAC6
Tnip1	TNIP1
Sema3a	SEMA3A
Pax9	PAX9
Pdgfra	PDGFRA
Peg3	PEG3
Xrcc1	XRCC1
Hspb3	HSPB3
Ncor2	NCOR2
Creb3	CREB3
Unc13b	UNC13B
Appbp2	APPBP2
Colec10	COLEC10
Hexim1	HEXIM1
Ivns1abp	IVNS1ABP
Lgals8	LGALS8
Ptpre	PTPRE
Slbp	SLBP
Pop4	POP4
Trafd1	TRAFD1
Nudt3	NUDT3
Plagl1	PLAGL1
Fktn	FKTN
Fosb	FOSB
Tnnt3	TNNT3
Btg2	BTG2
Os9	OS9
Ripk3	RIPK3
Srsf1	SRSF1
Slc5a3	SLC5A3
Snrnp35	SNRNP35
Hnrnpul1	HNRNPUL1
Ate1	ATE1
Tbc1d8	TBC1D8
Nudt6	NUDT6
Usf1	USF1
Slmap	SLMAP
Wif1	WIF1
Mrpl3	MRPL3
Rpl35	RPL35
Fkbp9	FKBP9
Dut	DUT
Tssk2	TSSK2
Asna1	GET3
Ilkap	ILKAP
Armc3	ARMC3
Dnajc2	DNAJC2
Sh3yl1	SH3YL1
Mpc2	MPC2
Shq1	SHQ1
Pigo	PIGO
Mapk14	MAPK14
Zeb1	ZEB1
Eps15l1	EPS15L1
Slc13a1	SLC13A1
Abcg5	ABCG5
Nob1	NOB1
Pdp1	PDP1
Mpst	MPST
Fdx2	FDX2
Tldc2	TLDC2
Btaf1	BTAF1
Mrs2	MRS2
Glrx5	GLRX5
Yme1l1	YME1L1
Kif22	KIF22
Atf6	ATF6
Pla2r1	PLA2R1
C1qc	C1QC
Cnga2	CNGA2
Gata2	GATA2
Gata5	GATA5
Bscl2	BSCL2
Lrrn1	LRRN1
Blnk	BLNK
Mesp1	MESP1
Mobp	MOBP
Mybl1	MYBL1
Myo1c	MYO1C
Notch1	NOTCH1
Npdc1	NPDC1
Nrg3	NRG3
Sebox	SEBOX
Pctp	PCTP
Pdgfa	PDGFA
Pla2g4a	PLA2G4A
Pxmp2	PXMP2
Rela	RELA
Clpb	CLPB
Tex9	TEX9
Zic4	ZIC4
Zik1	ZIK1
Apbb2	APBB2
Dab1	DAB1
Rhbdf1	RHBDF1
Gamt	GAMT
Hand2	HAND2
Hcn1	HCN1
Heph	HEPH
Hoxb4	HOXB4
Lig3	LIG3
Mea1	MEA1
Melk	MELK
Nfya	NFYA
Pikfyve	PIKFYVE
Cyth2	CYTH2
Rad17	RAD17
Rad9a	RAD9A
Robo3	ROBO3
Sdf4	SDF4
Sh2b1	SH2B1
Shcbp1	SHCBP1
Sin3a	SIN3A
Vnn1	VNN1
Zfp1	ZFP1
Dapp1	DAPP1
Polk	POLK
Rpl8	RPL8
Atf5	ATF5
Appl1	APPL1
Scmh1	SCMH1
Tfec	TFEC
Kcnh3	KCNH3
Espl1	ESPL1
Ldoc1	LDOC1
Dnajb9	DNAJB9
Setdb1	SETDB1
Wbp2	WBP2
Myrf	MYRF
Snx10	SNX10
Epn1	EPN1
Timm22	TIMM22
Mkrn1	MKRN1
Gdf7	GDF7
Rtn2	RTN2
Zfp354b	ZNF354B
Mocs2	MOCS2
Pde7b	PDE7B
Rnf11	RNF11
Hdgfl3	HDGFL3
Fbxw4	FBXW4
Fbxl12	FBXL12
Cbx8	CBX8
Iqschfp	IQCJ-SCHIP1
Dcps	DCPS
Ostm1	OSTM1
Git1	GIT1
Mrps18b	MRPS18B
Ccdc59	CCDC59
Gtpbp8	GTPBP8
Mrpl15	MRPL15
Timm21	TIMM21
Suco	SUCO
Ddx58	DDX58
Grhl1	GRHL1
Cxxc1	CXXC1
Kntc1	KNTC1
Atg13	ATG13
Dele1	DELE1
Pja2	PJA2
Smg7	SMG7
Sv2b	SV2B
Sv2a	SV2A
Anapc10	ANAPC10
Kdm1a	KDM1A
Lrch1	LRCH1
Rcor1	RCOR1
Satb2	SATB2
Angel1	ANGEL1
Arhgef18	ARHGEF18
Suz12	SUZ12
Morc3	MORC3
Anapc13	ANAPC13
Brms1	BRMS1
Pot1a	POT1
Nol11	NOL11
Creld1	CRELD1
Rpap1	RPAP1
Ipcef1	IPCEF1
Ltn1	LTN1
Epc2	EPC2
Irf2bp1	IRF2BP1
Gpkow	GPKOW
Pcf11	PCF11
Plekha8	PLEKHA8
Eef1aknmt	EEF1AKNMT
Mrpl4	MRPL4
Klf13	KLF13
Ndufaf1	NDUFAF1
Rrp15	RRP15
Mrpl48	MRPL48
Aig1	AIG1
Gdf2	GDF2
Heca	HECA
Fam8a1	FAM8A1
Ythdf2	YTHDF2
Selenot	SELENOT
Arpp21	ARPP21
Ss18l2	SS18L2
Cmpk1	CMPK1
Rev1	REV1
Rhcg	RHCG
Ctdspl2	CTDSPL2
Dtl	DTL
Zc3hc1	ZC3HC1
Trmo	TRMO
Mrpl51	MRPL51
Mtfp1	MTFP1
Zcchc17	ZCCHC17
Kbtbd4	KBTBD4
Plac8	PLAC8
Ngrn	NGRN
Map3k20	MAP3K20
Mxd3	MXD3
Nfatc1	NFATC1
Atoh7	ATOH7
Efemp2	EFEMP2
Rab3ip	RAB3IP
Arid1b	ARID1B
Zfp821	ZNF821
Pogk	POGK
Zcchc8	ZCCHC8
Donson	DONSON
Kmt5b	KMT5B
Klhl24	KLHL24
Nde1	NDE1
Swt1	SWT1
Aspn	ASPN
Tex10	TEX10
G2e3	G2E3
Btbd2	BTBD2
Kansl2	KANSL2
Dusp23	DUSP23
Sdhaf2	SDHAF2
Ssh3	SSH3
Tipin	TIPIN
Hpf1	HPF1
Ttc12	TTC12
Tmco3	TMCO3
Prpf39	PRPF39
Znhit6	ZNHIT6
Trmt12	TRMT12
Slc30a6	SLC30A6
Zwilch	ZWILCH
Ift57	IFT57
Med9	MED9
Bsdc1	BSDC1
Neto2	NETO2
Dalrd3	DALRD3
Mrps18a	MRPS18A
Tbccd1	TBCCD1
Smg8	SMG8
Plekhg6	PLEKHG6
N4bp2	N4BP2
Hmg20a	HMG20A
Usp40	USP40
Nup133	NUP133
Tmem184c	TMEM184C
Pi4k2b	PI4K2B
Larp6	LARP6
Mindy1	MINDY1
Tex2	TEX2
Pbk	PBK
Wsb2	WSB2
Wdr4	WDR4
Unc45a	UNC45A
Gpat4	GPAT4
Sema6a	SEMA6A
Gng12	GNG12
Tmem131	TMEM131
Pcdhb15	PCDHB7
Rin2	RIN2
Elp4	ELP4
Apbb1ip	APBB1IP
Mrpl50	MRPL50
Crls1	CRLS1
Zmat5	ZMAT5
Rgs3	RGS3
Mefv	MEFV
Grasp	GRASP
Rabggta	RABGGTA
Pigp	PIGP
Mepce	MEPCE
Rbck1	RBCK1
Akap10	AKAP10
Sphk2	SPHK2
B3galnt1	B3GALNT1
Ndufaf3	NDUFAF3
Stard7	STARD7
Emsy	EMSY
Smyd2	SMYD2
Tulp4	TULP4
Hhip	HHIP
Tigar	TIGAR
Ints12	INTS12
Mrpl47	MRPL47
Tbx20	TBX20
Tubgcp6	TUBGCP6
Rhbdd2	RHBDD2
Gatad2b	GATAD2B
Caskin2	CASKIN2
Mrtfa	MRTFA
Scaper	SCAPER
Stim2	STIM2
Lrch2	LRCH2
Epb41l5	EPB41L5
Wnk3	WNK3
Meak7	MEAK7
Gpr108	GPR108
Ncoa5	NCOA5
Neurl1a	NEURL1
Fam181b	FAM181B
Gpr180	GPR180
Mlxipl	MLXIPL
Nup160	NUP160
Midn	MIDN
Akap14	AKAP14
Ap4s1	AP4S1
Tgif2	TGIF2
Slc5a7	SLC5A7
Sav1	SAV1
